Entity,Code,Year,Nuclear_(percent_direct_primary_energy),Renewables_(percent_direct_primary_energy),Fossil_fuels_(percent_direct_primary_energy)
Africa,,1965,0,2.0179198,97.98208
Africa,,1966,0,2.1548247,97.84517
Africa,,1967,0,2.2293487,97.77065
Africa,,1968,0,2.480353,97.519646
Africa,,1969,0,2.8355663,97.16444
Africa,,1970,0,3.293403,96.7066
Africa,,1971,0,2.9024704,97.097534
Africa,,1972,0,3.138604,96.86139
Africa,,1973,0,3.0604258,96.939575
Africa,,1974,0,3.3318367,96.66817
Africa,,1975,0,3.3228655,96.67713
Africa,,1976,0,3.3949409,96.60506
Africa,,1977,0,3.5441241,96.45587
Africa,,1978,0,3.4342766,96.56572
Africa,,1979,0,3.3693433,96.63065
Africa,,1980,0,3.0378458,96.96215
Africa,,1981,0,2.8003047,97.1997
Africa,,1982,0,2.6205347,97.37946
Africa,,1983,0,2.2798967,97.72011
Africa,,1984,0.19113839,2.177954,97.63091
Africa,,1985,0.24972203,2.336002,97.414276
Africa,,1986,0.4068511,2.3942595,97.19888
Africa,,1987,0.27455923,2.2133234,97.51212
Africa,,1988,0.43810117,2.2637572,97.29814
Africa,,1989,0.46388096,2.377843,97.15828
Africa,,1990,0.3408515,2.3422863,97.31686
Africa,,1991,0.3705137,2.4908874,97.1386
Africa,,1992,0.36970007,2.3370647,97.293236
Africa,,1993,0.287279,2.2821507,97.43057
Africa,,1994,0.37171715,2.2405052,97.38777
Africa,,1995,0.41670045,2.24132,97.34199
Africa,,1996,0.42381576,2.2881658,97.28801
Africa,,1997,0.44603887,2.3007483,97.25321
Africa,,1998,0.47328404,2.379703,97.14701
Africa,,1999,0.43364927,2.4462266,97.12013
Africa,,2000,0.43084258,2.5739274,96.99523
Africa,,2001,0.3426313,2.6739619,96.983406
Africa,,2002,0.37913847,2.791788,96.82907
Africa,,2003,0.38035154,2.5928433,97.0268
Africa,,2004,0.37340808,2.561139,97.065445
Africa,,2005,0.31434858,2.5810316,97.10462
Africa,,2006,0.27381662,2.6451576,97.08103
Africa,,2007,0.29746193,2.635308,97.06723
Africa,,2008,0.32198986,2.53261,97.1454
Africa,,2009,0.3117861,2.5621,97.12612
Africa,,2010,0.3199083,2.7017453,96.97835
Africa,,2011,0.30262133,2.7725494,96.92482
Africa,,2012,0.29171792,2.6830566,97.02523
Africa,,2013,0.30896133,2.776779,96.91425
Africa,,2014,0.29454207,2.9260657,96.77939
Africa,,2015,0.25562632,2.9488986,96.79548
Africa,,2016,0.3052697,2.9154837,96.77924
Africa,,2017,0.27928576,3.0295165,96.6912
Africa,,2018,0.2226676,3.2001112,96.57722
Africa,,2019,0.2500793,3.35831,96.39161
Africa,,2020,0.19833802,3.8213232,95.98034
Africa,,2021,0.22792399,3.7239454,96.04813
Africa,,2022,0.18460795,3.795141,96.02025
Africa,,2023,0.16384995,4.0343623,95.80179
Africa (EI),,1965,0,2.0179198,97.98208
Africa (EI),,1966,0,2.1548247,97.84517
Africa (EI),,1967,0,2.2293487,97.77065
Africa (EI),,1968,0,2.480353,97.519646
Africa (EI),,1969,0,2.8355658,97.16444
Africa (EI),,1970,0,3.2934031,96.7066
Africa (EI),,1971,0,2.9024708,97.097534
Africa (EI),,1972,0,3.138604,96.86139
Africa (EI),,1973,0,3.0604255,96.939575
Africa (EI),,1974,0,3.3318367,96.66817
Africa (EI),,1975,0,3.3228655,96.67713
Africa (EI),,1976,0,3.3949409,96.60506
Africa (EI),,1977,0,3.544125,96.45587
Africa (EI),,1978,0,3.434276,96.56572
Africa (EI),,1979,0,3.3693433,96.63065
Africa (EI),,1980,0,3.0378456,96.96215
Africa (EI),,1981,0,2.800305,97.1997
Africa (EI),,1982,0,2.6205347,97.37946
Africa (EI),,1983,0,2.2798967,97.72011
Africa (EI),,1984,0.19113839,2.177954,97.63091
Africa (EI),,1985,0.24972203,2.336002,97.414276
Africa (EI),,1986,0.4068511,2.3942595,97.19888
Africa (EI),,1987,0.27455923,2.2133234,97.51212
Africa (EI),,1988,0.43810117,2.2637575,97.29814
Africa (EI),,1989,0.46388096,2.3778431,97.15828
Africa (EI),,1990,0.3408515,2.3422863,97.31686
Africa (EI),,1991,0.3705137,2.4908874,97.1386
Africa (EI),,1992,0.36970007,2.3370647,97.293236
Africa (EI),,1993,0.287279,2.2821507,97.43057
Africa (EI),,1994,0.37171715,2.2405052,97.38777
Africa (EI),,1995,0.41670045,2.24132,97.34199
Africa (EI),,1996,0.42381576,2.2881658,97.28801
Africa (EI),,1997,0.44603887,2.3007483,97.25321
Africa (EI),,1998,0.47328407,2.3797033,97.14701
Africa (EI),,1999,0.43364927,2.4462266,97.12013
Africa (EI),,2000,0.43084258,2.5739274,96.99523
Africa (EI),,2001,0.3426313,2.673962,96.983406
Africa (EI),,2002,0.37913847,2.791788,96.82907
Africa (EI),,2003,0.38035154,2.5928428,97.0268
Africa (EI),,2004,0.37340805,2.561139,97.065445
Africa (EI),,2005,0.31434858,2.5810316,97.10462
Africa (EI),,2006,0.2738166,2.645157,97.08103
Africa (EI),,2007,0.29746193,2.635308,97.06723
Africa (EI),,2008,0.32198986,2.53261,97.1454
Africa (EI),,2009,0.3117861,2.5620997,97.12612
Africa (EI),,2010,0.3199083,2.701745,96.97835
Africa (EI),,2011,0.30262133,2.7725494,96.92482
Africa (EI),,2012,0.29171792,2.6830566,97.02523
Africa (EI),,2013,0.30896133,2.776779,96.91425
Africa (EI),,2014,0.29454207,2.9260657,96.77939
Africa (EI),,2015,0.25562632,2.9488986,96.79548
Africa (EI),,2016,0.30526966,2.9154835,96.77924
Africa (EI),,2017,0.27928576,3.0295165,96.6912
Africa (EI),,2018,0.2226676,3.2001112,96.57722
Africa (EI),,2019,0.2500793,3.35831,96.39161
Africa (EI),,2020,0.19833802,3.8213232,95.98034
Africa (EI),,2021,0.22792397,3.7239451,96.04813
Africa (EI),,2022,0.18460795,3.795141,96.02025
Africa (EI),,2023,0.16384995,4.034362,95.80179
Algeria,DZA,1965,0,1.6632121,98.33679
Algeria,DZA,1966,0,1.2183489,98.781654
Algeria,DZA,1967,0,1.4938948,98.5061
Algeria,DZA,1968,0,1.9252337,98.07477
Algeria,DZA,1969,0,1.099513,98.90048
Algeria,DZA,1970,0,1.6281228,98.37187
Algeria,DZA,1971,0,0.84426963,99.15572
Algeria,DZA,1972,0,1.1332642,98.86674
Algeria,DZA,1973,0,1.4523256,98.547676
Algeria,DZA,1974,0,0.8578385,99.14216
Algeria,DZA,1975,0,0.4704007,99.529594
Algeria,DZA,1976,0,0.47823453,99.52177
Algeria,DZA,1977,0,0.29993474,99.70007
Algeria,DZA,1978,0,0.2214894,99.77851
Algeria,DZA,1979,0,0.19666055,99.80334
Algeria,DZA,1980,0,0.14549366,99.85451
Algeria,DZA,1981,0,0.17065331,99.829346
Algeria,DZA,1982,0,0.19379005,99.806206
Algeria,DZA,1983,0,0.08687399,99.91313
Algeria,DZA,1984,0,0.17430764,99.82569
Algeria,DZA,1985,0,0.24747893,99.75252
Algeria,DZA,1986,0,0.09025229,99.909744
Algeria,DZA,1987,0,0.17558579,99.82442
Algeria,DZA,1988,0,0.05998747,99.94001
Algeria,DZA,1989,0,0.07619021,99.923805
Algeria,DZA,1990,0,0.0428967,99.9571
Algeria,DZA,1991,0,0.09405446,99.905945
Algeria,DZA,1992,0,0.062219113,99.93778
Algeria,DZA,1993,0,0.11873363,99.88127
Algeria,DZA,1994,0,0.05504048,99.94497
Algeria,DZA,1995,0,0.06170726,99.93829
Algeria,DZA,1996,0,0.04359613,99.9564
Algeria,DZA,1997,0,0.025192048,99.97481
Algeria,DZA,1998,0,0.06982147,99.930176
Algeria,DZA,1999,0,0.06526556,99.93473
Algeria,DZA,2000,0,0.018009609,99.981995
Algeria,DZA,2001,0,0.022209402,99.97779
Algeria,DZA,2002,0,0.0177106,99.982285
Algeria,DZA,2003,0,0.07877091,99.92123
Algeria,DZA,2004,0,0.071856864,99.92814
Algeria,DZA,2005,0,0.15203837,99.84796
Algeria,DZA,2006,0,0.05744176,99.94256
Algeria,DZA,2007,0,0.05660943,99.94339
Algeria,DZA,2008,0,0.06689601,99.933105
Algeria,DZA,2009,0,0.07629736,99.9237
Algeria,DZA,2010,0,0.041511696,99.95849
Algeria,DZA,2011,0,0.08540877,99.91459
Algeria,DZA,2012,0,0.08200511,99.918
Algeria,DZA,2013,0,0.023772411,99.97623
Algeria,DZA,2014,0,0.043405503,99.95659
Algeria,DZA,2015,0,0.035972252,99.96403
Algeria,DZA,2016,0,0.054515652,99.94549
Algeria,DZA,2017,0,0.092962354,99.90704
Algeria,DZA,2018,0,0.10921303,99.89079
Algeria,DZA,2019,0,0.11210864,99.88789
Algeria,DZA,2020,0,0.11460701,99.88539
Algeria,DZA,2021,0,0.09678399,99.90322
Algeria,DZA,2022,0,0.09289361,99.9071
Algeria,DZA,2023,0,0.10425523,99.895744
Argentina,ARG,1965,0,0.3756526,99.624344
Argentina,ARG,1966,0,0.36850598,99.63149
Argentina,ARG,1967,0,0.3666756,99.63332
Argentina,ARG,1968,0,0.41844594,99.58155
Argentina,ARG,1969,0,0.36276564,99.63724
Argentina,ARG,1970,0,0.46054688,99.53945
Argentina,ARG,1971,0,0.4319691,99.56803
Argentina,ARG,1972,0,0.4194801,99.58052
Argentina,ARG,1973,0,0.78302443,99.21697
Argentina,ARG,1974,0.2586986,1.2624457,98.47885
Argentina,ARG,1975,0.6493142,1.3566114,97.99408
Argentina,ARG,1976,0.6303302,1.2439623,98.12571
Argentina,ARG,1977,0.38335034,1.3654447,98.251205
Argentina,ARG,1978,0.6870613,1.8530233,97.459915
Argentina,ARG,1979,0.60002804,2.396523,97.00345
Argentina,ARG,1980,0.53440297,3.4804475,95.98515
Argentina,ARG,1981,0.6643699,3.4850664,95.85057
Argentina,ARG,1982,0.43651113,4.1333566,95.43013
Argentina,ARG,1983,0.7684109,4.1915035,95.040085
Argentina,ARG,1984,1.0555805,4.547311,94.39711
Argentina,ARG,1985,1.339862,4.827112,93.83303
Argentina,ARG,1986,1.2497735,4.629313,94.12091
Argentina,ARG,1987,1.3557931,4.6175613,94.02665
Argentina,ARG,1988,1.1597103,3.0767138,95.76357
Argentina,ARG,1989,1.0365293,2.7344697,96.229
Argentina,ARG,1990,1.5668623,3.84048,94.59266
Argentina,ARG,1991,1.6302605,3.3631504,95.00659
Argentina,ARG,1992,1.3925078,3.794456,94.813034
Argentina,ARG,1993,1.4993894,4.617017,93.88359
Argentina,ARG,1994,1.5249648,5.0713053,93.40373
Argentina,ARG,1995,1.2547853,4.7276773,94.01753
Argentina,ARG,1996,1.2453712,3.7907646,94.96386
Argentina,ARG,1997,1.3378528,4.725256,93.93688
Argentina,ARG,1998,1.1974605,4.2922454,94.51029
Argentina,ARG,1999,1.1094579,3.3870156,95.503525
Argentina,ARG,2000,0.97955734,4.5982366,94.4222
Argentina,ARG,2001,1.180618,6.1870103,92.63237
Argentina,ARG,2002,1.0140516,6.3379993,92.64795
Argentina,ARG,2003,1.2169625,5.5908847,93.192154
Argentina,ARG,2004,1.1717339,4.6759806,94.15229
Argentina,ARG,2005,0.96450496,4.940325,94.09517
Argentina,ARG,2006,1.0369241,5.255296,93.70778
Argentina,ARG,2007,0.91394997,4.076199,95.00985
Argentina,ARG,2008,0.9180066,4.028573,95.05341
Argentina,ARG,2009,1.0571921,4.6308236,94.31198
Argentina,ARG,2010,0.89047736,5.0249753,94.08455
Argentina,ARG,2011,0.76135534,4.9104886,94.328156
Argentina,ARG,2012,0.72864485,4.711111,94.56025
Argentina,ARG,2013,0.6815845,5.124689,94.193726
Argentina,ARG,2014,0.60507154,5.3139853,94.08094
Argentina,ARG,2015,0.7595339,5.3481197,93.89235
Argentina,ARG,2016,0.8947013,5.1326404,93.97266
Argentina,ARG,2017,0.6580178,5.6324844,93.709496
Argentina,ARG,2018,0.75100625,5.7714415,93.477554
Argentina,ARG,2019,0.9853707,6.1566334,92.858
Argentina,ARG,2020,1.2611276,5.8289223,92.90996
Argentina,ARG,2021,1.1531377,5.3816266,93.46524
Argentina,ARG,2022,0.7871199,5.9253583,93.28752
Argentina,ARG,2023,0.9687127,6.775975,92.25531
Asia,,1965,0.0004910532,2.8089397,97.19057
Asia,,1966,0.010440916,2.6668596,97.3227
Asia,,1967,0.0107553415,2.3840215,97.605225
Asia,,1968,0.016634569,2.4690588,97.514305
Asia,,1969,0.024985837,2.2245507,97.750465
Asia,,1970,0.071140036,1.9918492,97.93702
Asia,,1971,0.10018889,2.0004575,97.899345
Asia,,1972,0.10962427,1.9274522,97.96293
Asia,,1973,0.11476192,1.6530629,98.23218
Asia,,1974,0.20750375,1.8607123,97.93179
Asia,,1975,0.25078756,1.9146249,97.83459
Asia,,1976,0.31636572,1.8584164,97.82522
Asia,,1977,0.27117085,1.7159162,98.01291
Asia,,1978,0.5024243,1.7076164,97.789955
Asia,,1979,0.5917941,1.7700441,97.63816
Asia,,1980,0.6994518,1.9143353,97.386215
Asia,,1981,0.7431589,2.0302556,97.22659
Asia,,1982,0.8496559,2.0265243,97.12382
Asia,,1983,0.9622248,2.0168974,97.02088
Asia,,1984,1.0852637,1.9049786,97.00975
Asia,,1985,1.1370265,1.9119017,96.95108
Asia,,1986,1.1607655,1.8525865,96.98665
Asia,,1987,1.2958635,1.8082546,96.89588
Asia,,1988,1.1447712,1.938807,96.91643
Asia,,1989,1.1412991,1.8994536,96.95924
Asia,,1990,1.1847208,1.9105613,96.90472
Asia,,1991,1.2150162,1.855947,96.92904
Asia,,1992,1.1919607,1.7872602,97.02078
Asia,,1993,1.2715045,1.9038562,96.82464
Asia,,1994,1.2890784,1.8076645,96.90325
Asia,,1995,1.3691189,1.891053,96.73983
Asia,,1996,1.3829318,1.7979128,96.81915
Asia,,1997,1.42923,1.7528043,96.81796
Asia,,1998,1.4889023,1.8608079,96.65029
Asia,,1999,1.4640872,1.7674387,96.76847
Asia,,2000,1.4449942,1.7574847,96.79752
Asia,,2001,1.4161923,1.831719,96.75208
Asia,,2002,1.382358,1.8112879,96.80635
Asia,,2003,1.1338015,1.7460065,97.12019
Asia,,2004,1.1886644,1.8746161,96.93672
Asia,,2005,1.14994,1.818387,97.03168
Asia,,2006,1.1166784,1.908141,96.975174
Asia,,2007,1.0075489,1.9062223,97.08623
Asia,,2008,0.9489894,2.1262937,96.92471
Asia,,2009,0.9708223,2.0849216,96.94425
Asia,,2010,0.9626317,2.2900815,96.747284
Asia,,2011,0.75701517,2.2705226,96.97246
Asia,,2012,0.5219324,2.5211868,96.95689
Asia,,2013,0.51614547,2.7585473,96.72531
Asia,,2014,0.5432933,3.007926,96.448784
Asia,,2015,0.60330075,3.1548376,96.24187
Asia,,2016,0.66773,3.4177675,95.9145
Asia,,2017,0.68035257,3.596548,95.72311
Asia,,2018,0.73659927,3.8473043,95.41609
Asia,,2019,0.83826613,4.1671624,94.99457
Asia,,2020,0.8591584,4.5067353,94.63411
Asia,,2021,0.8997091,4.7340293,94.366264
Asia,,2022,0.92502636,5.0905538,93.98442
Asia,,2023,0.95230937,5.220121,93.827576
Asia Pacific (EI),,1965,0.0005057496,3.1909473,96.808556
Asia Pacific (EI),,1966,0.010743111,3.0160704,96.97318
Asia Pacific (EI),,1967,0.011068219,2.7149823,97.27395
Asia Pacific (EI),,1968,0.017141292,2.7883515,97.1945
Asia Pacific (EI),,1969,0.025739651,2.5040684,97.47019
Asia Pacific (EI),,1970,0.07300692,2.2622638,97.66473
Asia Pacific (EI),,1971,0.10309042,2.2968962,97.60002
Asia Pacific (EI),,1972,0.113076806,2.2057028,97.68122
Asia Pacific (EI),,1973,0.1188314,1.9328797,97.948296
Asia Pacific (EI),,1974,0.21518338,2.1561315,97.62869
Asia Pacific (EI),,1975,0.2597061,2.193086,97.54721
Asia Pacific (EI),,1976,0.33019197,2.093251,97.57655
Asia Pacific (EI),,1977,0.28532654,1.9295162,97.78516
Asia Pacific (EI),,1978,0.5297811,1.9074202,97.5628
Asia Pacific (EI),,1979,0.6307727,2.0011342,97.36809
Asia Pacific (EI),,1980,0.74307007,2.1413486,97.11558
Asia Pacific (EI),,1981,0.79586095,2.273302,96.93085
Asia Pacific (EI),,1982,0.92131376,2.2639768,96.81471
Asia Pacific (EI),,1983,1.0534079,2.3001752,96.646416
Asia Pacific (EI),,1984,1.1996766,2.189851,96.610466
Asia Pacific (EI),,1985,1.3709847,2.2278366,96.40118
Asia Pacific (EI),,1986,1.4200357,2.1986685,96.381294
Asia Pacific (EI),,1987,1.5763936,2.064415,96.35919
Asia Pacific (EI),,1988,1.3822354,2.1259959,96.491776
Asia Pacific (EI),,1989,1.3914232,2.171447,96.43713
Asia Pacific (EI),,1990,1.4508749,2.1315117,96.41761
Asia Pacific (EI),,1991,1.4744067,2.0886972,96.4369
Asia Pacific (EI),,1992,1.443329,1.9510425,96.60563
Asia Pacific (EI),,1993,1.5224042,2.0263333,96.451256
Asia Pacific (EI),,1994,1.5409651,1.9482615,96.51077
Asia Pacific (EI),,1995,1.6271783,2.0453105,96.32751
Asia Pacific (EI),,1996,1.6294085,1.911697,96.45889
Asia Pacific (EI),,1997,1.6843213,1.8791372,96.43654
Asia Pacific (EI),,1998,1.762464,2.0114622,96.226074
Asia Pacific (EI),,1999,1.7233921,1.9284265,96.34818
Asia Pacific (EI),,2000,1.7042673,1.9434028,96.352325
Asia Pacific (EI),,2001,1.6732192,2.051169,96.27561
Asia Pacific (EI),,2002,1.6330987,1.9928448,96.37406
Asia Pacific (EI),,2003,1.3309791,1.8899596,96.77906
Asia Pacific (EI),,2004,1.3939835,2.0253625,96.58066
Asia Pacific (EI),,2005,1.3436693,1.9745704,96.68176
Asia Pacific (EI),,2006,1.3040146,2.0738008,96.62218
Asia Pacific (EI),,2007,1.1751581,2.0961394,96.72871
Asia Pacific (EI),,2008,1.1136415,2.4168334,96.46953
Asia Pacific (EI),,2009,1.1381475,2.3697278,96.49212
Asia Pacific (EI),,2010,1.1303952,2.5722797,96.297325
Asia Pacific (EI),,2011,0.888017,2.5693846,96.542595
Asia Pacific (EI),,2012,0.6104712,2.8522277,96.53731
Asia Pacific (EI),,2013,0.59847564,3.1289701,96.27256
Asia Pacific (EI),,2014,0.63324356,3.4770117,95.88974
Asia Pacific (EI),,2015,0.7057625,3.6153667,95.67887
Asia Pacific (EI),,2016,0.78283334,3.9382782,95.27889
Asia Pacific (EI),,2017,0.79577184,4.139143,95.06509
Asia Pacific (EI),,2018,0.86052835,4.4336863,94.70579
Asia Pacific (EI),,2019,0.9783876,4.702222,94.31939
Asia Pacific (EI),,2020,1.0009246,5.140688,93.85838
Asia Pacific (EI),,2021,1.0408992,5.45402,93.50508
Asia Pacific (EI),,2022,1.0557501,5.877696,93.06656
Asia Pacific (EI),,2023,1.068964,5.9902577,92.94078
Australia,AUS,1965,0,1.9474492,98.05256
Australia,AUS,1966,0,1.7696494,98.230354
Australia,AUS,1967,0,1.7255803,98.27442
Australia,AUS,1968,0,1.695617,98.30438
Australia,AUS,1969,0,1.7759134,98.22408
Australia,AUS,1970,0,1.8979626,98.102036
Australia,AUS,1971,0,2.0445051,97.9555
Australia,AUS,1972,0,1.9628253,98.03718
Australia,AUS,1973,0,1.9584849,98.04152
Australia,AUS,1974,0,2.0916529,97.90835
Australia,AUS,1975,0,2.216658,97.78334
Australia,AUS,1976,0,2.0321095,97.96789
Australia,AUS,1977,0,1.842127,98.15787
Australia,AUS,1978,0,1.9293872,98.07062
Australia,AUS,1979,0,1.8048165,98.19518
Australia,AUS,1980,0,1.6953204,98.30468
Australia,AUS,1981,0,1.719791,98.28021
Australia,AUS,1982,0,1.6128169,98.387184
Australia,AUS,1983,0,1.536863,98.46314
Australia,AUS,1984,0,1.6061239,98.393875
Australia,AUS,1985,0,1.6585611,98.34144
Australia,AUS,1986,0,1.6387495,98.36125
Australia,AUS,1987,0,1.5478983,98.4521
Australia,AUS,1988,0,1.583071,98.41693
Australia,AUS,1989,0,1.5063024,98.4937
Australia,AUS,1990,0,1.5206801,98.47932
Australia,AUS,1991,0,1.618875,98.38112
Australia,AUS,1992,0,1.6175058,98.3825
Australia,AUS,1993,0,1.6247075,98.37529
Australia,AUS,1994,0,1.5442877,98.45572
Australia,AUS,1995,0,1.4694238,98.53058
Australia,AUS,1996,0,1.467645,98.53236
Australia,AUS,1997,0,1.4349995,98.565
Australia,AUS,1998,0,1.3959973,98.604
Australia,AUS,1999,0,1.3856586,98.614334
Australia,AUS,2000,0,1.380052,98.61995
Australia,AUS,2001,0,1.3467834,98.65321
Australia,AUS,2002,0,1.3737072,98.6263
Australia,AUS,2003,0,1.4091395,98.590866
Australia,AUS,2004,0,1.4168333,98.58317
Australia,AUS,2005,0,1.5289751,98.47103
Australia,AUS,2006,0,1.5307162,98.469284
Australia,AUS,2007,0,1.4484012,98.5516
Australia,AUS,2008,0,1.3630749,98.63692
Australia,AUS,2009,0,1.4894896,98.51051
Australia,AUS,2010,0,1.6838286,98.31617
Australia,AUS,2011,0,2.2405834,97.759415
Australia,AUS,2012,0,2.243784,97.75622
Australia,AUS,2013,0,2.5757148,97.424286
Australia,AUS,2014,0,2.370305,97.6297
Australia,AUS,2015,0,2.4810882,97.518906
Australia,AUS,2016,0,2.84056,97.15944
Australia,AUS,2017,0,2.673178,97.32682
Australia,AUS,2018,0,3.3179686,96.68203
Australia,AUS,2019,0,3.57607,96.42393
Australia,AUS,2020,0,4.428737,95.57126
Australia,AUS,2021,0,5.3696156,94.63038
Australia,AUS,2022,0,5.8468437,94.15316
Australia,AUS,2023,0,6.3580327,93.64197
Austria,AUT,1965,0,10.177567,89.82243
Austria,AUT,1966,0,10.541428,89.45858
Austria,AUT,1967,0,10.6789,89.3211
Austria,AUT,1968,0,10.178909,89.82109
Austria,AUT,1969,0,8.835707,91.16429
Austria,AUT,1970,0,10.019365,89.98063
Austria,AUT,1971,0,7.6396875,92.36031
Austria,AUT,1972,0,7.5824766,92.41753
Austria,AUT,1973,0,7.8752713,92.12473
Austria,AUT,1974,0,9.522351,90.477646
Austria,AUT,1975,0,10.147353,89.852646
Austria,AUT,1976,0,8.205004,91.795
Austria,AUT,1977,0,10.262739,89.73727
Austria,AUT,1978,0,9.766117,90.23389
Austria,AUT,1979,0,10.514009,89.48599
Austria,AUT,1980,0,11.030403,88.9696
Austria,AUT,1981,0,12.282309,87.71769
Austria,AUT,1982,0,12.827603,87.17239
Austria,AUT,1983,0,12.720877,87.27912
Austria,AUT,1984,0,10.962393,89.03761
Austria,AUT,1985,0,12.511675,87.48833
Austria,AUT,1986,0,12.7171755,87.28283
Austria,AUT,1987,0,13.811514,86.18849
Austria,AUT,1988,0,14.103378,85.896614
Austria,AUT,1989,0,13.923594,86.07641
Austria,AUT,1990,0,12.108539,87.89146
Austria,AUT,1991,0,11.455716,88.54429
Austria,AUT,1992,0,13.218912,86.78109
Austria,AUT,1993,0,13.711897,86.2881
Austria,AUT,1994,0,13.334285,86.66571
Austria,AUT,1995,0,13.37467,86.62533
Austria,AUT,1996,0,11.732268,88.26773
Austria,AUT,1997,0,12.360887,87.639114
Austria,AUT,1998,0,12.501504,87.4985
Austria,AUT,1999,0,13.680771,86.31923
Austria,AUT,2000,0,14.019468,85.98053
Austria,AUT,2001,0,13.047586,86.952415
Austria,AUT,2002,0,12.874927,87.12508
Austria,AUT,2003,0,10.381157,89.61884
Austria,AUT,2004,0,11.459482,88.54052
Austria,AUT,2005,0,11.74223,88.25777
Austria,AUT,2006,0,12.463398,87.536606
Austria,AUT,2007,0,13.731937,86.26807
Austria,AUT,2008,0,14.142673,85.85732
Austria,AUT,2009,0,16.109812,83.89019
Austria,AUT,2010,0,14.77678,85.22322
Austria,AUT,2011,0,14.297038,85.702965
Austria,AUT,2012,0,17.548464,82.45154
Austria,AUT,2013,0,17.332188,82.66781
Austria,AUT,2014,0,18.038126,81.961876
Austria,AUT,2015,0,16.891243,83.10876
Austria,AUT,2016,0,17.563103,82.4369
Austria,AUT,2017,0,17.091022,82.90898
Austria,AUT,2018,0,17.085283,82.91472
Austria,AUT,2019,0,17.803617,82.19639
Austria,AUT,2020,0,19.537268,80.46273
Austria,AUT,2021,0,18.10895,81.891045
Austria,AUT,2022,0,18.28226,81.71774
Austria,AUT,2023,0,20.939762,79.06024
Azerbaijan,AZE,1985,0,0.56482977,99.435165
Azerbaijan,AZE,1986,0,0.3201185,99.67988
Azerbaijan,AZE,1987,0,0.33039024,99.66961
Azerbaijan,AZE,1988,0,0.2863646,99.71363
Azerbaijan,AZE,1989,0,0.2807826,99.719215
Azerbaijan,AZE,1990,0,0.64436764,99.35564
Azerbaijan,AZE,1991,0,0.7125317,99.287476
Azerbaijan,AZE,1992,0,0.8282049,99.17179
Azerbaijan,AZE,1993,0,1.3386117,98.66139
Azerbaijan,AZE,1994,0,1.093952,98.906044
Azerbaijan,AZE,1995,0,0.98729134,99.01271
Azerbaijan,AZE,1996,0,1.1939456,98.80605
Azerbaijan,AZE,1997,0,1.3940884,98.60591
Azerbaijan,AZE,1998,0,1.588412,98.41159
Azerbaijan,AZE,1999,0,1.2203604,98.77964
Azerbaijan,AZE,2000,0,1.188657,98.81135
Azerbaijan,AZE,2001,0,1.0432503,98.95675
Azerbaijan,AZE,2002,0,1.6593748,98.34063
Azerbaijan,AZE,2003,0,1.8805882,98.119415
Azerbaijan,AZE,2004,0,1.8525494,98.147446
Azerbaijan,AZE,2005,0,1.8665303,98.13347
Azerbaijan,AZE,2006,0,1.5792296,98.42077
Azerbaijan,AZE,2007,0,1.6108962,98.38911
Azerbaijan,AZE,2008,0,1.5170934,98.48291
Azerbaijan,AZE,2009,0,1.8333484,98.16665
Azerbaijan,AZE,2010,0,2.817871,97.18213
Azerbaijan,AZE,2011,0,1.8972807,98.10272
Azerbaijan,AZE,2012,0,1.2394603,98.76054
Azerbaijan,AZE,2013,0,1.0282339,98.97177
Azerbaijan,AZE,2014,0,0.8990419,99.10095
Azerbaijan,AZE,2015,0,1.0291458,98.97086
Azerbaijan,AZE,2016,0,1.2631603,98.73684
Azerbaijan,AZE,2017,0,1.1545941,98.845406
Azerbaijan,AZE,2018,0,1.1401415,98.85986
Azerbaijan,AZE,2019,0,0.9910529,99.00895
Azerbaijan,AZE,2020,0,0.7184659,99.28154
Azerbaijan,AZE,2021,0,0.779601,99.2204
Azerbaijan,AZE,2022,0,0.8889828,99.11102
Azerbaijan,AZE,2023,0,0.895446,99.10455
Bangladesh,BGD,1971,0,1.3395176,98.660484
Bangladesh,BGD,1972,0,1.1785996,98.8214
Bangladesh,BGD,1973,0,1.7576009,98.2424
Bangladesh,BGD,1974,0,1.1987567,98.80125
Bangladesh,BGD,1975,0,2.1291285,97.870865
Bangladesh,BGD,1976,0,2.0646772,97.935326
Bangladesh,BGD,1977,0,1.7776506,98.22235
Bangladesh,BGD,1978,0,1.9436353,98.056366
Bangladesh,BGD,1979,0,2.0491416,97.95086
Bangladesh,BGD,1980,0,1.7346308,98.265366
Bangladesh,BGD,1981,0,1.7548008,98.2452
Bangladesh,BGD,1982,0,1.3201123,98.679886
Bangladesh,BGD,1983,0,1.702033,98.29797
Bangladesh,BGD,1984,0,2.1517448,97.84825
Bangladesh,BGD,1985,0,1.5781196,98.42188
Bangladesh,BGD,1986,0,0.8711488,99.128845
Bangladesh,BGD,1987,0,0.9074509,99.09255
Bangladesh,BGD,1988,0,1.0671026,98.9329
Bangladesh,BGD,1989,0,1.3566558,98.64334
Bangladesh,BGD,1990,0,1.2256256,98.774376
Bangladesh,BGD,1991,0,1.2037696,98.796234
Bangladesh,BGD,1992,0,1.0452671,98.954735
Bangladesh,BGD,1993,0,0.7216968,99.2783
Bangladesh,BGD,1994,0,0.951338,99.04866
Bangladesh,BGD,1995,0,0.34968776,99.650314
